transcript_id	f1	f2	f3	f4
Tms_TRINITY_DN10279_c0_g1_i1|m.8543	250	86	5	55
Tms_TRINITY_DN10281_c0_g1_i1|m.9461	545	140	3	128
Tms_TRINITY_DN10283_c0_g1_i1|m.6508	666	215	19	138
Tms_TRINITY_DN10283_c0_g2_i1|m.7222	556	187	17	110
Tms_TRINITY_DN10286_c0_g1_i1|m.6327	896	290	15	203
Tms_TRINITY_DN10298_c0_g1_i1|m.3881	1358	418	31	308
Tms_TRINITY_DN10313_c0_g1_i1|m.8540	404	151	17	73
Tms_TRINITY_DN10329_c0_g1_i1|m.9775	201	61	8	45
Tms_TRINITY_DN10332_c0_g1_i1|m.10817	318	89	5	71
Tms_TRINITY_DN10362_c0_g2_i1|m.2464	1386	450	45	288
Tms_TRINITY_DN10368_c0_g1_i1|m.7209	753	222	15	183
Tms_TRINITY_DN10370_c0_g1_i1|m.9030	582	198	19	113
Tms_TRINITY_DN10371_c0_g1_i1|m.10594	283	70	15	70
Tms_TRINITY_DN10371_c0_g2_i1|m.7339	521	130	25	131
Tms_TRINITY_DN10379_c0_g2_i1|m.7515	529	149	12	123
Tms_TRINITY_DN1037_c0_g1_i1|m.8618	413	140	6	89
Tms_TRINITY_DN10380_c0_g1_i1|m.10141	353	123	5	77
Tms_TRINITY_DN10386_c0_g1_i1|m.11063	301	77	8	79
Tms_TRINITY_DN10388_c0_g1_i1|m.8781	371	116	13	73
Tms_TRINITY_DN10391_c0_g1_i1|m.5723	809	269	20	168
Tms_TRINITY_DN10404_c0_g1_i1|m.2394	1516	470	52	311
Tms_TRINITY_DN10407_c0_g1_i1|m.4480	1092	294	24	279
Tms_TRINITY_DN10409_c0_g1_i1|m.2275	1374	401	52	306
Tms_TRINITY_DN10415_c0_g1_i1|m.7236	783	305	15	127
Tms_TRINITY_DN1041_c0_g1_i1|m.3964	679	185	34	155
Tms_TRINITY_DN10427_c0_g1_i1|m.8907	622	233	28	62
Tms_TRINITY_DN10427_c0_g2_i1|m.10520	381	142	18	38
Tms_TRINITY_DN10428_c0_g2_i1|m.3877	635	183	17	146
Tms_TRINITY_DN10440_c0_g2_i1|m.10671	218	64	7	50
Tms_TRINITY_DN10450_c0_g2_i1|m.8248	375	103	14	96
Tms_TRINITY_DN10457_c0_g2_i1|m.295	1348	348	38	339
Tms_TRINITY_DN10462_c0_g2_i1|m.4847	972	327	35	169
Tms_TRINITY_DN10472_c0_g2_i1|m.5046	997	284	30	210
Tms_TRINITY_DN10477_c0_g1_i1|m.3228	1317	412	50	273
Tms_TRINITY_DN10477_c0_g2_i1|m.3221	876	274	38	174
Tms_TRINITY_DN10477_c0_g2_i1|m.3222	485	153	13	105
Tms_TRINITY_DN10491_c0_g2_i1|m.3004	637	172	20	167
Tms_TRINITY_DN10492_c0_g1_i1|m.10903	251	79	5	49
Tms_TRINITY_DN10492_c0_g2_i1|m.10901	246	88	4	46
Tms_TRINITY_DN10496_c0_g1_i1|m.10868	189	67	13	34
Tms_TRINITY_DN10503_c0_g1_i1|m.6890	879	296	19	186
Tms_TRINITY_DN10521_c0_g1_i1|m.4805	994	372	35	171
Tms_TRINITY_DN10521_c0_g2_i1|m.9133	319	122	10	50
Tms_TRINITY_DN10528_c0_g1_i1|m.8906	510	162	20	115
Tms_TRINITY_DN10541_c0_g1_i1|m.9806	270	68	7	69
Tms_TRINITY_DN10541_c0_g2_i1|m.9624	269	68	7	70
Tms_TRINITY_DN10544_c0_g1_i1|m.1568	680	224	21	128
Tms_TRINITY_DN10544_c0_g2_i1|m.1584	744	230	26	152
Tms_TRINITY_DN10547_c0_g1_i1|m.6620	518	184	12	102
Tms_TRINITY_DN10555_c0_g2_i1|m.8984	309	101	8	59
Tms_TRINITY_DN10561_c0_g2_i1|m.11310	273	78	10	56
Tms_TRINITY_DN10565_c0_g1_i1|m.3377	1226	299	54	314
Tms_TRINITY_DN10565_c0_g2_i1|m.2902	1019	247	49	257
Tms_TRINITY_DN10566_c0_g1_i1|m.6291	966	307	32	207
Tms_TRINITY_DN10571_c0_g1_i1|m.5729	953	338	18	197
Tms_TRINITY_DN10573_c0_g1_i1|m.9084	415	114	14	96
Tms_TRINITY_DN10583_c0_g2_i1|m.5567	959	345	17	179
Tms_TRINITY_DN10595_c0_g1_i1|m.5926	553	176	11	136
Tms_TRINITY_DN10618_c0_g1_i1|m.679	2700	702	90	636
Tms_TRINITY_DN10622_c0_g2_i1|m.6315	863	267	33	199
Tms_TRINITY_DN10637_c0_g1_i1|m.11269	266	104	7	49
Tms_TRINITY_DN10652_c0_g1_i1|m.8213	287	96	6	58
Tms_TRINITY_DN10652_c0_g2_i1|m.9185	287	96	6	58
Tms_TRINITY_DN10656_c0_g1_i1|m.7741	244	67	9	46
Tms_TRINITY_DN10670_c0_g1_i1|m.1582	322	61	26	83
Tms_TRINITY_DN10676_c0_g1_i1|m.2940	1464	469	41	315
Tms_TRINITY_DN10682_c0_g1_i1|m.3918	1009	294	37	217
Tms_TRINITY_DN10704_c0_g1_i1|m.6328	866	266	40	160
Tms_TRINITY_DN10713_c0_g1_i1|m.8829	485	129	20	113
Tms_TRINITY_DN10713_c0_g2_i1|m.8818	485	129	20	113
Tms_TRINITY_DN10716_c0_g1_i1|m.3173	1186	376	37	258
Tms_TRINITY_DN10724_c0_g2_i1|m.9386	255	79	6	50
Tms_TRINITY_DN10727_c0_g1_i1|m.884	2159	750	40	450
Tms_TRINITY_DN10727_c0_g2_i1|m.883	909	354	6	189
Tms_TRINITY_DN10727_c0_g2_i1|m.882	1343	448	34	272
Tms_TRINITY_DN10729_c0_g2_i1|m.5500	1059	311	30	241
Tms_TRINITY_DN10751_c0_g1_i1|m.4429	553	174	13	109
Tms_TRINITY_DN10755_c0_g1_i1|m.6752	798	214	19	190
Tms_TRINITY_DN10758_c0_g1_i1|m.2024	458	142	11	94
Tms_TRINITY_DN10758_c0_g2_i1|m.2025	458	142	11	94
Tms_TRINITY_DN10760_c0_g1_i1|m.10935	312	79	8	90
Tms_TRINITY_DN10761_c0_g1_i1|m.2548	1056	336	44	208
Tms_TRINITY_DN10761_c0_g2_i1|m.2553	1056	336	44	208
Tms_TRINITY_DN10765_c0_g2_i1|m.4046	800	240	21	193
Tms_TRINITY_DN10768_c2_g1_i1|m.1943	975	307	24	206
Tms_TRINITY_DN10769_c0_g1_i1|m.953	586	170	12	147
Tms_TRINITY_DN10769_c0_g2_i1|m.954	586	170	12	147
Tms_TRINITY_DN10771_c0_g1_i1|m.4077	251	84	8	50
Tms_TRINITY_DN10775_c0_g1_i1|m.1867	1303	416	28	299
Tms_TRINITY_DN10776_c0_g1_i1|m.6343	282	99	3	63
Tms_TRINITY_DN10777_c0_g1_i1|m.1678	698	214	12	183
Tms_TRINITY_DN10777_c0_g2_i1|m.1680	698	214	12	183
Tms_TRINITY_DN10783_c0_g1_i1|m.2467	695	207	20	128
Tms_TRINITY_DN10785_c0_g1_i1|m.670	194	68	6	41
Tms_TRINITY_DN10787_c0_g1_i1|m.4124	598	190	10	123
Tms_TRINITY_DN10788_c0_g1_i1|m.8211	220	69	7	43
Tms_TRINITY_DN10792_c0_g2_i1|m.1420	596	165	14	146
Tms_TRINITY_DN10803_c0_g1_i1|m.10070	254	73	8	58
Tms_TRINITY_DN10803_c0_g2_i1|m.10716	254	73	8	58
Tms_TRINITY_DN10817_c0_g1_i1|m.4014	252	105	4	38
Tms_TRINITY_DN10817_c0_g1_i1|m.4013	905	330	26	158
Tms_TRINITY_DN10823_c0_g1_i1|m.10030	378	114	8	79
Tms_TRINITY_DN10831_c0_g1_i1|m.1890	1681	570	31	334
Tms_TRINITY_DN10833_c0_g1_i1|m.11207	277	65	5	88
Tms_TRINITY_DN10835_c0_g1_i1|m.6389	841	245	32	187
Tms_TRINITY_DN10836_c0_g1_i1|m.2388	1652	579	49	297
Tms_TRINITY_DN10840_c0_g1_i1|m.3177	1500	480	29	316
Tms_TRINITY_DN10843_c0_g1_i1|m.8775	411	126	15	81
Tms_TRINITY_DN10853_c0_g1_i1|m.6524	989	229	16	233
Tms_TRINITY_DN10856_c0_g1_i1|m.5330	919	245	21	240
Tms_TRINITY_DN10856_c0_g2_i1|m.5323	919	245	21	240
Tms_TRINITY_DN10860_c0_g2_i1|m.4616	777	226	28	154
Tms_TRINITY_DN10877_c0_g1_i1|m.11570	207	45	7	62
Tms_TRINITY_DN10877_c0_g2_i1|m.10528	207	45	7	62
Tms_TRINITY_DN1087_c0_g1_i1|m.7958	667	209	22	149
Tms_TRINITY_DN10882_c0_g1_i1|m.4623	1011	255	41	235
Tms_TRINITY_DN10884_c0_g1_i1|m.7630	498	181	16	100
Tms_TRINITY_DN10885_c0_g1_i1|m.6058	676	220	19	132
Tms_TRINITY_DN1088_c0_g1_i1|m.10990	229	66	4	52
Tms_TRINITY_DN1088_c0_g2_i1|m.9052	511	145	14	107
Tms_TRINITY_DN10898_c0_g1_i1|m.6818	451	133	9	88
Tms_TRINITY_DN10902_c0_g2_i1|m.6799	298	85	12	64
Tms_TRINITY_DN10906_c0_g1_i1|m.6982	885	272	19	180
Tms_TRINITY_DN10907_c0_g1_i1|m.2728	1292	382	42	285
Tms_TRINITY_DN10909_c0_g1_i1|m.11639	237	81	8	43
Tms_TRINITY_DN10916_c0_g2_i1|m.4209	936	285	31	194
Tms_TRINITY_DN10931_c0_g1_i1|m.5307	466	136	15	103
Tms_TRINITY_DN10931_c0_g2_i1|m.5301	323	98	9	68
Tms_TRINITY_DN10933_c0_g2_i1|m.2219	1326	402	35	289
Tms_TRINITY_DN10942_c0_g1_i1|m.5615	953	259	24	225
Tms_TRINITY_DN10947_c0_g1_i1|m.6055	843	240	24	177
Tms_TRINITY_DN10947_c0_g2_i1|m.6008	850	242	24	180
Tms_TRINITY_DN10955_c0_g1_i1|m.9448	245	104	4	43
Tms_TRINITY_DN10956_c0_g1_i1|m.5702	289	79	6	64
Tms_TRINITY_DN10971_c0_g1_i1|m.1938	1184	353	22	292
Tms_TRINITY_DN10992_c0_g2_i1|m.4518	869	263	18	236
Tms_TRINITY_DN10994_c0_g1_i1|m.3206	766	194	27	213
Tms_TRINITY_DN11002_c0_g1_i1|m.10008	362	97	12	84
Tms_TRINITY_DN11009_c0_g1_i1|m.7778	550	165	14	129
Tms_TRINITY_DN11035_c0_g1_i1|m.8512	527	181	16	104
Tms_TRINITY_DN11037_c0_g2_i1|m.5205	872	255	14	215
Tms_TRINITY_DN11050_c0_g1_i1|m.5160	639	175	21	131
Tms_TRINITY_DN11065_c0_g1_i1|m.4210	1256	400	25	269
Tms_TRINITY_DN11095_c0_g1_i1|m.3315	900	261	23	223
Tms_TRINITY_DN11104_c0_g2_i1|m.8639	264	78	10	59
Tms_TRINITY_DN11109_c0_g2_i1|m.9279	280	90	10	61
Tms_TRINITY_DN11110_c0_g1_i1|m.1371	1020	303	22	233
Tms_TRINITY_DN11113_c0_g2_i1|m.12202	202	69	6	38
Tms_TRINITY_DN11120_c1_g1_i1|m.7007	442	154	14	80
Tms_TRINITY_DN11123_c0_g2_i1|m.3256	884	241	38	214
Tms_TRINITY_DN11124_c0_g2_i1|m.1961	1065	344	15	247
Tms_TRINITY_DN11130_c0_g1_i1|m.10446	280	75	8	66
Tms_TRINITY_DN1114_c0_g1_i1|m.9884	301	90	4	67
Tms_TRINITY_DN1114_c0_g2_i1|m.9950	301	90	4	67
Tms_TRINITY_DN11156_c0_g2_i1|m.887	1169	343	45	255
Tms_TRINITY_DN1115_c0_g2_i1|m.7849	543	181	8	132
Tms_TRINITY_DN11161_c0_g1_i1|m.4175	1014	251	21	268
Tms_TRINITY_DN11164_c0_g1_i1|m.6470	639	197	21	139
Tms_TRINITY_DN11164_c0_g2_i1|m.4560	929	280	33	204
Tms_TRINITY_DN11169_c0_g1_i1|m.4797	807	255	22	197
Tms_TRINITY_DN1117_c0_g1_i1|m.10034	368	113	11	81
Tms_TRINITY_DN11194_c0_g2_i1|m.11289	276	57	8	82
Tms_TRINITY_DN11199_c0_g1_i1|m.2369	830	262	21	135
Tms_TRINITY_DN11200_c0_g1_i1|m.4030	1164	341	30	250
Tms_TRINITY_DN11218_c0_g1_i1|m.4207	899	284	11	207
Tms_TRINITY_DN11229_c0_g1_i1|m.6226	614	145	15	162
Tms_TRINITY_DN1122_c0_g2_i1|m.7463	653	210	26	131
Tms_TRINITY_DN11239_c0_g1_i1|m.11249	274	84	11	60
Tms_TRINITY_DN11244_c0_g1_i1|m.5537	539	137	18	134
Tms_TRINITY_DN11244_c0_g2_i1|m.5554	539	137	18	134
Tms_TRINITY_DN11267_c0_g1_i1|m.7402	562	154	11	152
Tms_TRINITY_DN11289_c0_g1_i1|m.10254	410	124	5	100
Tms_TRINITY_DN11297_c0_g1_i1|m.4199	1177	375	41	261
Tms_TRINITY_DN11299_c0_g1_i1|m.5734	1003	322	30	220
Tms_TRINITY_DN11306_c0_g2_i1|m.9274	495	157	10	97
Tms_TRINITY_DN11313_c0_g1_i1|m.7252	520	167	13	110
Tms_TRINITY_DN11316_c0_g1_i1|m.11445	260	83	3	50
Tms_TRINITY_DN11317_c0_g2_i1|m.9005	535	193	14	104
Tms_TRINITY_DN11328_c0_g1_i1|m.7576	571	180	8	123
Tms_TRINITY_DN11332_c0_g2_i1|m.8973	273	61	9	86
Tms_TRINITY_DN11363_c0_g2_i1|m.6074	960	267	32	220
Tms_TRINITY_DN11367_c0_g1_i1|m.3022	1293	375	33	285
Tms_TRINITY_DN11374_c0_g1_i1|m.11594	230	84	3	58
Tms_TRINITY_DN11377_c0_g1_i1|m.7996	670	228	19	115
Tms_TRINITY_DN11378_c0_g1_i1|m.5176	663	203	28	138
Tms_TRINITY_DN11386_c0_g1_i1|m.4924	546	148	13	130
Tms_TRINITY_DN11386_c0_g2_i1|m.5137	546	148	13	130
Tms_TRINITY_DN11402_c0_g1_i1|m.11446	206	53	5	45
Tms_TRINITY_DN11423_c0_g1_i1|m.9520	463	126	12	101
Tms_TRINITY_DN11427_c0_g1_i1|m.2299	1638	532	43	367
Tms_TRINITY_DN11443_c0_g1_i1|m.8820	616	174	17	156
Tms_TRINITY_DN11469_c0_g1_i1|m.6978	790	259	27	163
Tms_TRINITY_DN11472_c0_g1_i1|m.7448	462	127	7	127
Tms_TRINITY_DN11472_c0_g2_i1|m.9419	468	130	7	127
Tms_TRINITY_DN11499_c0_g2_i1|m.7919	504	141	12	114
Tms_TRINITY_DN11507_c0_g1_i1|m.5315	626	237	15	97
Tms_TRINITY_DN11507_c0_g2_i1|m.5641	777	284	18	130
Tms_TRINITY_DN11508_c0_g1_i1|m.11580	247	60	1	67
Tms_TRINITY_DN11509_c0_g1_i1|m.8860	356	96	9	85
Tms_TRINITY_DN11517_c0_g2_i1|m.287	3396	1031	104	710
Tms_TRINITY_DN11523_c0_g2_i1|m.3723	1159	334	18	268
Tms_TRINITY_DN11526_c0_g1_i1|m.10307	365	105	4	99
Tms_TRINITY_DN11555_c0_g1_i1|m.9334	456	153	15	96
Tms_TRINITY_DN1156_c0_g1_i1|m.10239	400	155	10	80
Tms_TRINITY_DN11571_c0_g1_i1|m.5377	688	181	6	211
Tms_TRINITY_DN11571_c0_g1_i1|m.5378	233	57	2	68
Tms_TRINITY_DN11573_c0_g1_i1|m.11498	223	71	6	48
Tms_TRINITY_DN11573_c0_g2_i1|m.10378	398	121	9	78
Tms_TRINITY_DN11586_c0_g2_i1|m.10055	446	108	13	117
Tms_TRINITY_DN11592_c0_g2_i1|m.6661	717	210	7	164
Tms_TRINITY_DN11596_c0_g1_i1|m.10459	394	82	6	109
Tms_TRINITY_DN11601_c0_g1_i1|m.6991	236	61	4	56
Tms_TRINITY_DN1160_c0_g1_i1|m.6902	604	168	18	149
Tms_TRINITY_DN11630_c0_g1_i1|m.4131	697	238	20	137
Tms_TRINITY_DN11642_c0_g1_i1|m.9655	458	125	10	118
Tms_TRINITY_DN11643_c0_g1_i1|m.11071	294	90	6	72
Tms_TRINITY_DN11654_c0_g1_i1|m.2614	954	205	22	256
Tms_TRINITY_DN11654_c0_g2_i1|m.2564	970	208	22	261
Tms_TRINITY_DN11655_c0_g1_i1|m.1997	781	231	30	152
Tms_TRINITY_DN11655_c0_g2_i1|m.2122	781	231	30	152
Tms_TRINITY_DN11660_c0_g1_i1|m.5450	240	74	9	46
Tms_TRINITY_DN11665_c0_g1_i1|m.8101	305	116	11	45
Tms_TRINITY_DN11667_c0_g1_i1|m.7107	210	67	7	55
Tms_TRINITY_DN11673_c0_g1_i1|m.8231	352	122	10	74
Tms_TRINITY_DN11676_c0_g1_i1|m.3692	979	363	29	153
Tms_TRINITY_DN11698_c0_g2_i1|m.8239	575	173	22	115
Tms_TRINITY_DN11701_c0_g1_i1|m.12250	204	63	3	42
Tms_TRINITY_DN11719_c0_g1_i1|m.4945	631	194	3	165
Tms_TRINITY_DN11726_c0_g1_i1|m.3541	1231	353	48	258
Tms_TRINITY_DN11736_c0_g1_i1|m.4756	549	133	13	136
Tms_TRINITY_DN11741_c0_g1_i1|m.7349	784	241	18	154
Tms_TRINITY_DN11754_c0_g1_i1|m.11072	217	80	7	44
Tms_TRINITY_DN1175_c0_g1_i2|m.10393	235	78	10	55
Tms_TRINITY_DN11760_c0_g2_i1|m.11800	195	71	1	39
Tms_TRINITY_DN11769_c0_g1_i1|m.7134	775	234	30	173
Tms_TRINITY_DN11772_c0_g1_i1|m.7539	269	76	7	56
Tms_TRINITY_DN11783_c0_g1_i1|m.5712	1006	338	29	232
Tms_TRINITY_DN11786_c0_g1_i1|m.7304	706	221	17	130
Tms_TRINITY_DN11802_c0_g1_i1|m.9628	290	91	8	64
Tms_TRINITY_DN11807_c0_g1_i1|m.1623	885	285	19	182
Tms_TRINITY_DN11808_c0_g1_i1|m.8715	483	117	9	123
Tms_TRINITY_DN11808_c0_g2_i1|m.8644	502	121	11	128
Tms_TRINITY_DN11813_c0_g1_i1|m.9677	284	106	6	51
Tms_TRINITY_DN11814_c0_g2_i1|m.4770	667	192	16	154
Tms_TRINITY_DN11820_c0_g1_i1|m.6689	803	247	18	180
Tms_TRINITY_DN1185_c0_g1_i1|m.2373	590	151	9	150
Tms_TRINITY_DN11861_c0_g1_i1|m.10431	379	93	12	113
Tms_TRINITY_DN11868_c0_g1_i1|m.6392	603	201	13	122
Tms_TRINITY_DN11875_c0_g2_i1|m.4894	1121	335	27	281
Tms_TRINITY_DN11881_c0_g1_i1|m.5578	706	198	28	163
Tms_TRINITY_DN11887_c0_g2_i1|m.8371	552	157	16	127
Tms_TRINITY_DN11892_c0_g1_i1|m.10036	323	125	5	54
Tms_TRINITY_DN11905_c0_g1_i1|m.9598	298	78	4	82
Tms_TRINITY_DN11908_c0_g2_i1|m.3632	1068	311	27	262
Tms_TRINITY_DN11910_c0_g2_i1|m.9385	401	80	16	94
Tms_TRINITY_DN11949_c0_g1_i1|m.6191	786	206	7	204
Tms_TRINITY_DN11949_c0_g2_i1|m.6208	784	206	7	203
Tms_TRINITY_DN11959_c0_g1_i1|m.8621	364	118	7	84
Tms_TRINITY_DN11959_c0_g2_i1|m.9853	302	102	5	68
Tms_TRINITY_DN11961_c0_g1_i1|m.8791	538	155	11	139
Tms_TRINITY_DN11963_c0_g1_i1|m.7947	626	199	13	122
Tms_TRINITY_DN11968_c0_g2_i1|m.8140	604	171	22	124
Tms_TRINITY_DN11970_c0_g1_i1|m.6375	661	203	19	161
Tms_TRINITY_DN11976_c0_g1_i1|m.3583	1179	330	38	268
Tms_TRINITY_DN11979_c0_g1_i1|m.5361	946	250	30	208
Tms_TRINITY_DN11984_c0_g1_i1|m.4939	531	171	19	107
Tms_TRINITY_DN12009_c0_g1_i1|m.11298	263	101	9	47
Tms_TRINITY_DN12026_c0_g1_i1|m.7753	621	203	16	144
Tms_TRINITY_DN12036_c0_g2_i1|m.6079	605	191	16	133
Tms_TRINITY_DN12041_c0_g2_i1|m.4320	332	113	11	57
Tms_TRINITY_DN12042_c0_g1_i1|m.12156	212	58	8	43
Tms_TRINITY_DN12077_c0_g1_i1|m.9050	203	49	4	53
Tms_TRINITY_DN12077_c0_g2_i1|m.8504	579	166	13	145
Tms_TRINITY_DN12104_c0_g1_i1|m.9348	405	174	13	44
Tms_TRINITY_DN12123_c0_g1_i1|m.8286	520	129	19	127
Tms_TRINITY_DN12123_c0_g2_i1|m.9235	429	111	15	99
Tms_TRINITY_DN12202_c0_g1_i1|m.1748	1382	437	17	312
Tms_TRINITY_DN12208_c0_g1_i1|m.9752	407	138	11	71
Tms_TRINITY_DN12211_c0_g1_i1|m.9060	358	104	16	80
Tms_TRINITY_DN12232_c0_g1_i1|m.4916	349	113	15	69
Tms_TRINITY_DN12242_c0_g1_i1|m.11475	253	68	5	64
Tms_TRINITY_DN12256_c0_g1_i1|m.9333	346	91	6	82
Tms_TRINITY_DN1226_c0_g1_i1|m.11121	266	90	3	55
Tms_TRINITY_DN12293_c0_g1_i1|m.6294	463	156	11	93
Tms_TRINITY_DN12294_c0_g1_i1|m.8537	453	111	16	116
Tms_TRINITY_DN12306_c0_g1_i1|m.12010	195	60	5	40
Tms_TRINITY_DN12333_c0_g1_i1|m.9744	355	121	9	64
Tms_TRINITY_DN12347_c0_g2_i1|m.11563	245	77	11	36
Tms_TRINITY_DN12351_c0_g1_i1|m.2391	1273	367	42	280
Tms_TRINITY_DN12360_c0_g1_i1|m.4981	856	262	31	177
Tms_TRINITY_DN12362_c0_g2_i1|m.2150	628	191	18	162
Tms_TRINITY_DN12375_c0_g1_i1|m.574	3008	900	85	660
Tms_TRINITY_DN12382_c0_g1_i1|m.5113	779	240	17	170
Tms_TRINITY_DN12382_c0_g2_i1|m.7144	471	153	6	105
Tms_TRINITY_DN12399_c0_g1_i1|m.9428	372	89	10	84
Tms_TRINITY_DN12449_c0_g1_i1|m.3145	1567	396	51	359
Tms_TRINITY_DN12498_c0_g1_i1|m.10909	316	90	8	81
Tms_TRINITY_DN12506_c0_g1_i1|m.10136	206	61	4	44
Tms_TRINITY_DN12513_c0_g1_i1|m.4974	898	251	42	180
Tms_TRINITY_DN12514_c0_g2_i1|m.6325	635	199	12	162
Tms_TRINITY_DN12519_c0_g1_i1|m.9411	322	105	10	73
Tms_TRINITY_DN12519_c0_g2_i1|m.9414	322	105	10	73
Tms_TRINITY_DN12536_c0_g1_i1|m.12178	206	41	7	61
Tms_TRINITY_DN12537_c0_g2_i1|m.10419	376	107	12	81
Tms_TRINITY_DN12538_c0_g2_i1|m.6458	897	277	27	182
Tms_TRINITY_DN12562_c0_g1_i1|m.11110	296	99	6	52
Tms_TRINITY_DN12565_c0_g1_i1|m.6101	621	180	12	126
Tms_TRINITY_DN12568_c0_g1_i1|m.10908	265	91	8	47
Tms_TRINITY_DN12587_c0_g1_i1|m.3290	966	279	40	203
Tms_TRINITY_DN12615_c0_g1_i1|m.3438	634	210	20	138
Tms_TRINITY_DN12620_c0_g1_i1|m.8765	603	189	29	103
Tms_TRINITY_DN12625_c0_g2_i1|m.6729	704	204	15	184
Tms_TRINITY_DN1262_c0_g2_i1|m.10631	316	78	12	80
Tms_TRINITY_DN12645_c0_g1_i1|m.3825	1236	301	33	329
Tms_TRINITY_DN12658_c0_g2_i1|m.9278	232	63	10	58
Tms_TRINITY_DN12661_c0_g1_i1|m.2953	1227	330	17	316
Tms_TRINITY_DN12661_c0_g2_i1|m.2082	1227	330	17	316
Tms_TRINITY_DN12664_c0_g1_i1|m.2789	982	244	37	267
Tms_TRINITY_DN12680_c0_g1_i1|m.4113	891	235	22	226
Tms_TRINITY_DN12681_c0_g1_i1|m.10696	346	92	15	84
Tms_TRINITY_DN12683_c0_g2_i1|m.2672	1361	485	38	258
Tms_TRINITY_DN12686_c0_g1_i1|m.10023	290	105	11	47
Tms_TRINITY_DN12686_c0_g2_i1|m.10062	333	122	13	57
Tms_TRINITY_DN12692_c0_g2_i1|m.1554	304	96	12	53
Tms_TRINITY_DN12693_c0_g1_i1|m.1930	1754	549	40	408
Tms_TRINITY_DN12698_c0_g1_i1|m.10304	203	83	3	20
Tms_TRINITY_DN12702_c0_g2_i1|m.6457	561	174	18	108
