transcript_id	f1	f2	f3	f4
Tcm_TRINITY_DN100516_c0_g1_i2|m.1081	731	169	7	215
Tcm_TRINITY_DN100518_c0_g1_i1|m.2305	1120	286	38	275
Tcm_TRINITY_DN100519_c0_g1_i2|m.6135	555	173	21	106
Tcm_TRINITY_DN100521_c0_g1_i1|m.3855	632	174	12	166
Tcm_TRINITY_DN100523_c0_g2_i1|m.6872	502	128	15	126
Tcm_TRINITY_DN100524_c0_g1_i2|m.1044	2005	662	48	369
Tcm_TRINITY_DN100525_c0_g1_i2|m.6052	514	141	22	133
Tcm_TRINITY_DN100528_c0_g2_i1|m.3527	407	143	19	73
Tcm_TRINITY_DN100529_c0_g1_i1|m.4516	1025	339	33	187
Tcm_TRINITY_DN100530_c3_g1_i1|m.3013	503	155	18	98
Tcm_TRINITY_DN100532_c0_g1_i2|m.6173	643	171	25	160
Tcm_TRINITY_DN100537_c0_g1_i2|m.6417	473	118	5	118
Tcm_TRINITY_DN100545_c0_g1_i1|m.3985	948	269	19	204
Tcm_TRINITY_DN100557_c0_g1_i1|m.924	1306	318	32	348
Tcm_TRINITY_DN100558_c2_g2_i2|m.7551	530	158	14	132
Tcm_TRINITY_DN100559_c0_g1_i1|m.6642	505	142	15	112
Tcm_TRINITY_DN100559_c0_g2_i1|m.7548	550	152	9	135
Tcm_TRINITY_DN100563_c0_g2_i1|m.2494	284	78	5	68
Tcm_TRINITY_DN100566_c1_g1_i5|m.413	1524	384	56	358
Tcm_TRINITY_DN100572_c0_g1_i1|m.3085	1264	472	50	227
Tcm_TRINITY_DN100575_c1_g1_i1|m.4363	815	234	21	184
Tcm_TRINITY_DN100576_c0_g1_i1|m.2861	1276	359	43	293
Tcm_TRINITY_DN100579_c0_g1_i1|m.6366	509	162	13	126
Tcm_TRINITY_DN100580_c0_g1_i1|m.3942	1214	336	50	278
Tcm_TRINITY_DN100582_c0_g1_i1|m.4013	1026	220	40	265
Tcm_TRINITY_DN100591_c0_g1_i2|m.3892	796	240	28	154
Tcm_TRINITY_DN100596_c0_g1_i2|m.4348	463	129	18	107
Tcm_TRINITY_DN100599_c0_g1_i1|m.5064	512	165	7	114
Tcm_TRINITY_DN100621_c0_g1_i2|m.5423	554	177	12	118
Tcm_TRINITY_DN100622_c2_g1_i13|m.8593	429	117	12	84
Tcm_TRINITY_DN100622_c2_g3_i1|m.9362	279	93	9	54
Tcm_TRINITY_DN100624_c3_g1_i3|m.9052	331	85	2	98
Tcm_TRINITY_DN100626_c0_g1_i1|m.534	2910	886	34	676
Tcm_TRINITY_DN100631_c0_g1_i1|m.2284	772	239	17	163
Tcm_TRINITY_DN100631_c1_g1_i1|m.6392	723	250	18	143
Tcm_TRINITY_DN100631_c2_g1_i3|m.8358	448	146	14	97
Tcm_TRINITY_DN100634_c0_g1_i1|m.3460	537	204	12	87
Tcm_TRINITY_DN100640_c1_g2_i2|m.7115	401	123	9	94
Tcm_TRINITY_DN100641_c0_g2_i3|m.1734	1088	310	12	261
Tcm_TRINITY_DN100647_c0_g1_i1|m.3578	857	247	27	183
Tcm_TRINITY_DN100657_c0_g1_i2|m.3470	975	229	38	261
Tcm_TRINITY_DN100659_c2_g1_i2|m.7157	302	116	6	71
Tcm_TRINITY_DN100663_c0_g1_i2|m.2839	1157	379	41	220
Tcm_TRINITY_DN100664_c1_g3_i3|m.1766	595	168	23	129
Tcm_TRINITY_DN100670_c0_g1_i2|m.4518	1008	334	26	204
Tcm_TRINITY_DN100671_c0_g1_i1|m.962	2475	699	67	590
Tcm_TRINITY_DN100674_c0_g1_i3|m.5283	557	157	8	142
Tcm_TRINITY_DN100676_c0_g2_i3|m.5271	450	151	7	97
Tcm_TRINITY_DN100679_c0_g2_i1|m.3377	608	126	18	172
Tcm_TRINITY_DN100683_c0_g1_i4|m.5430	419	124	11	88
Tcm_TRINITY_DN100684_c0_g1_i2|m.2275	1480	432	34	346
Tcm_TRINITY_DN100687_c0_g1_i1|m.3865	1017	298	26	255
Tcm_TRINITY_DN100688_c0_g1_i1|m.1326	1142	347	36	254
Tcm_TRINITY_DN100691_c0_g1_i1|m.2412	205	75	2	30
Tcm_TRINITY_DN100692_c0_g1_i1|m.5819	376	109	5	92
Tcm_TRINITY_DN100694_c0_g1_i1|m.990	537	162	12	123
Tcm_TRINITY_DN100696_c0_g1_i1|m.1710	1713	575	41	344
Tcm_TRINITY_DN100697_c0_g3_i1|m.4991	987	300	16	212
Tcm_TRINITY_DN100701_c0_g1_i2|m.3826	559	180	10	133
Tcm_TRINITY_DN100703_c0_g1_i1|m.4890	604	168	18	149
Tcm_TRINITY_DN100711_c0_g1_i1|m.1453	1727	544	44	346
Tcm_TRINITY_DN100713_c1_g1_i3|m.3218	1059	269	27	277
Tcm_TRINITY_DN100715_c0_g1_i1|m.2076	1075	291	26	282
Tcm_TRINITY_DN100716_c0_g1_i1|m.8798	273	88	8	51
Tcm_TRINITY_DN100716_c0_g2_i1|m.8799	273	88	8	51
Tcm_TRINITY_DN100716_c0_g3_i1|m.8266	273	88	8	51
Tcm_TRINITY_DN100716_c4_g1_i1|m.3012	427	131	4	98
Tcm_TRINITY_DN100716_c5_g1_i3|m.1052	508	155	9	102
Tcm_TRINITY_DN100716_c5_g1_i3|m.1053	328	99	9	68
Tcm_TRINITY_DN100720_c0_g1_i2|m.6485	618	199	15	134
Tcm_TRINITY_DN100723_c0_g1_i1|m.1843	1086	302	43	243
Tcm_TRINITY_DN100727_c0_g2_i1|m.5252	767	252	23	209
Tcm_TRINITY_DN100728_c0_g2_i1|m.4060	966	336	13	182
Tcm_TRINITY_DN100733_c0_g2_i4|m.4701	624	189	21	150
Tcm_TRINITY_DN100734_c4_g1_i1|m.1397	1609	473	71	358
Tcm_TRINITY_DN100734_c5_g3_i2|m.4547	547	177	19	115
Tcm_TRINITY_DN100734_c6_g2_i1|m.5529	223	61	10	54
Tcm_TRINITY_DN100734_c7_g1_i2|m.5021	532	167	10	107
Tcm_TRINITY_DN100735_c0_g1_i1|m.2620	1291	374	23	277
Tcm_TRINITY_DN100737_c0_g1_i1|m.5933	533	176	16	103
Tcm_TRINITY_DN100738_c0_g1_i1|m.3313	919	276	17	213
Tcm_TRINITY_DN100744_c4_g1_i1|m.6978	311	112	10	50
Tcm_TRINITY_DN100746_c0_g1_i1|m.3920	573	120	24	159
Tcm_TRINITY_DN100747_c0_g2_i1|m.2143	1494	516	30	330
Tcm_TRINITY_DN100751_c0_g1_i1|m.709	1113	315	31	257
Tcm_TRINITY_DN100752_c0_g2_i1|m.2034	936	266	19	216
Tcm_TRINITY_DN100754_c0_g1_i1|m.7104	447	115	11	135
Tcm_TRINITY_DN100759_c0_g1_i1|m.4906	519	157	8	108
Tcm_TRINITY_DN100763_c0_g1_i2|m.5029	706	185	21	186
Tcm_TRINITY_DN100768_c0_g1_i1|m.7051	490	146	28	101
Tcm_TRINITY_DN100770_c5_g1_i2|m.3690	864	272	14	185
Tcm_TRINITY_DN100772_c0_g1_i1|m.4759	682	210	17	126
Tcm_TRINITY_DN100773_c0_g2_i1|m.1286	1867	579	60	395
Tcm_TRINITY_DN100774_c0_g1_i1|m.6161	281	92	7	70
Tcm_TRINITY_DN100776_c0_g1_i4|m.1998	261	65	11	56
Tcm_TRINITY_DN100777_c0_g1_i2|m.471	873	295	28	175
Tcm_TRINITY_DN100778_c0_g1_i2|m.712	1970	507	25	540
Tcm_TRINITY_DN100784_c0_g1_i4|m.4290	860	202	10	263
Tcm_TRINITY_DN100787_c0_g1_i1|m.5381	613	150	18	152
Tcm_TRINITY_DN100789_c0_g1_i1|m.946	1599	471	39	336
Tcm_TRINITY_DN100790_c3_g1_i2|m.5647	307	85	9	82
Tcm_TRINITY_DN100794_c3_g1_i5|m.4273	1048	234	43	283
Tcm_TRINITY_DN100799_c0_g1_i6|m.1019	297	86	3	76
Tcm_TRINITY_DN100802_c0_g1_i1|m.2341	804	293	19	153
Tcm_TRINITY_DN100805_c0_g1_i1|m.1654	2071	529	52	558
Tcm_TRINITY_DN100809_c0_g1_i1|m.4499	944	336	22	177
Tcm_TRINITY_DN100812_c0_g1_i1|m.7002	643	218	6	108
Tcm_TRINITY_DN100819_c0_g1_i1|m.4257	798	272	21	160
Tcm_TRINITY_DN100826_c1_g2_i1|m.6817	481	178	10	93
Tcm_TRINITY_DN100827_c0_g1_i3|m.1989	1149	351	24	282
Tcm_TRINITY_DN100831_c0_g2_i1|m.2963	954	267	24	225
Tcm_TRINITY_DN100834_c4_g2_i1|m.2169	1098	371	34	252
Tcm_TRINITY_DN100836_c0_g1_i1|m.581	2840	798	58	693
Tcm_TRINITY_DN100840_c0_g2_i3|m.6450	205	49	8	59
Tcm_TRINITY_DN100843_c5_g2_i3|m.5870	480	128	10	117
Tcm_TRINITY_DN100844_c0_g1_i1|m.2134	1141	306	20	300
Tcm_TRINITY_DN100846_c0_g1_i2|m.1829	1054	340	42	208
Tcm_TRINITY_DN100847_c0_g3_i2|m.2617	1059	314	24	244
Tcm_TRINITY_DN100849_c1_g1_i1|m.3071	917	289	16	221
Tcm_TRINITY_DN100852_c0_g1_i1|m.4766	894	313	23	177
Tcm_TRINITY_DN100854_c4_g1_i2|m.2825	1001	292	18	234
Tcm_TRINITY_DN100857_c0_g3_i1|m.9554	240	85	13	49
Tcm_TRINITY_DN100858_c0_g1_i1|m.4663	1030	348	23	210
Tcm_TRINITY_DN100867_c7_g1_i1|m.6504	330	94	12	74
Tcm_TRINITY_DN100875_c0_g1_i2|m.7331	474	159	17	82
Tcm_TRINITY_DN100876_c0_g1_i1|m.2856	204	70	4	46
Tcm_TRINITY_DN100879_c2_g1_i1|m.4210	516	158	14	128
Tcm_TRINITY_DN100888_c0_g1_i1|m.4444	1046	292	17	277
Tcm_TRINITY_DN100890_c0_g1_i1|m.3705	1027	276	45	257
Tcm_TRINITY_DN100894_c0_g1_i2|m.2688	624	193	21	125
Tcm_TRINITY_DN100894_c0_g1_i2|m.2689	343	119	8	76
Tcm_TRINITY_DN100895_c4_g1_i1|m.4683	862	261	24	206
Tcm_TRINITY_DN100896_c0_g1_i1|m.2183	586	175	11	131
Tcm_TRINITY_DN100897_c2_g1_i1|m.1894	824	236	30	194
Tcm_TRINITY_DN100903_c5_g1_i1|m.3120	424	123	18	92
Tcm_TRINITY_DN100904_c0_g1_i2|m.4589	836	220	24	222
Tcm_TRINITY_DN100906_c1_g1_i1|m.7306	203	59	3	41
Tcm_TRINITY_DN100910_c0_g1_i1|m.5450	719	214	22	152
Tcm_TRINITY_DN100912_c0_g1_i1|m.2765	1324	386	42	294
Tcm_TRINITY_DN100918_c2_g1_i1|m.4239	417	133	16	82
Tcm_TRINITY_DN100919_c1_g1_i1|m.6669	537	134	13	132
Tcm_TRINITY_DN100919_c1_g2_i1|m.9130	207	49	5	48
Tcm_TRINITY_DN100921_c0_g1_i1|m.6125	594	174	18	114
Tcm_TRINITY_DN100927_c0_g1_i1|m.1909	1531	399	35	408
Tcm_TRINITY_DN100930_c6_g1_i1|m.5263	259	66	7	70
Tcm_TRINITY_DN100930_c6_g1_i1|m.5261	268	81	7	70
Tcm_TRINITY_DN100933_c0_g1_i1|m.1700	1311	373	38	315
Tcm_TRINITY_DN100935_c0_g1_i2|m.3174	433	141	12	101
Tcm_TRINITY_DN100936_c0_g1_i1|m.765	1541	446	43	349
Tcm_TRINITY_DN100938_c0_g1_i2|m.4487	926	258	20	203
Tcm_TRINITY_DN100948_c1_g1_i1|m.5357	449	120	18	115
Tcm_TRINITY_DN100950_c1_g8_i1|m.2878	653	202	21	144
Tcm_TRINITY_DN100951_c0_g2_i1|m.7040	645	177	19	158
Tcm_TRINITY_DN100954_c0_g4_i2|m.7326	408	147	15	63
Tcm_TRINITY_DN100963_c0_g1_i1|m.2991	1292	382	35	310
Tcm_TRINITY_DN100965_c0_g2_i1|m.5298	474	126	12	108
Tcm_TRINITY_DN100966_c0_g2_i5|m.5016	251	69	6	52
Tcm_TRINITY_DN100971_c0_g1_i1|m.2398	1240	356	24	297
Tcm_TRINITY_DN100972_c0_g1_i1|m.1776	818	224	14	210
Tcm_TRINITY_DN100973_c7_g2_i1|m.824	2215	603	52	580
Tcm_TRINITY_DN100975_c0_g1_i1|m.4006	471	170	8	104
Tcm_TRINITY_DN100977_c0_g1_i1|m.3575	271	80	10	44
Tcm_TRINITY_DN100980_c2_g1_i2|m.8463	244	100	1	39
Tcm_TRINITY_DN100981_c0_g1_i1|m.1374	2011	635	57	438
Tcm_TRINITY_DN100981_c0_g2_i1|m.3455	1249	414	34	277
Tcm_TRINITY_DN100984_c0_g1_i1|m.6178	629	177	14	149
Tcm_TRINITY_DN100990_c0_g1_i1|m.1812	827	204	22	219
Tcm_TRINITY_DN100992_c0_g1_i1|m.4419	1046	335	26	207
Tcm_TRINITY_DN100995_c0_g3_i2|m.6029	474	111	21	123
Tcm_TRINITY_DN100997_c0_g1_i1|m.2719	926	275	22	190
Tcm_TRINITY_DN100998_c0_g1_i4|m.3973	887	268	29	202
Tcm_TRINITY_DN101000_c0_g1_i1|m.2235	685	198	17	162
Tcm_TRINITY_DN101002_c0_g1_i3|m.3083	518	149	18	128
Tcm_TRINITY_DN101003_c0_g1_i1|m.6452	322	76	4	99
Tcm_TRINITY_DN101009_c0_g1_i2|m.5377	627	161	11	173
Tcm_TRINITY_DN101010_c2_g1_i3|m.5545	513	177	16	104
Tcm_TRINITY_DN101010_c4_g1_i1|m.4149	989	294	30	217
Tcm_TRINITY_DN101010_c4_g2_i2|m.4457	1089	336	28	233
Tcm_TRINITY_DN101013_c0_g1_i2|m.4527	437	131	6	110
Tcm_TRINITY_DN101018_c0_g1_i1|m.5336	644	170	23	153
Tcm_TRINITY_DN101019_c3_g1_i3|m.3367	794	213	37	177
Tcm_TRINITY_DN101021_c0_g1_i1|m.2694	1320	377	30	301
Tcm_TRINITY_DN101025_c0_g2_i1|m.1442	648	156	20	160
Tcm_TRINITY_DN101026_c0_g4_i2|m.5360	478	106	14	125
Tcm_TRINITY_DN101029_c0_g1_i1|m.8464	321	85	3	92
Tcm_TRINITY_DN101029_c0_g3_i1|m.9363	278	77	1	79
Tcm_TRINITY_DN101031_c0_g1_i1|m.4918	939	281	23	203
Tcm_TRINITY_DN101035_c0_g1_i1|m.2136	393	136	11	81
Tcm_TRINITY_DN101039_c0_g2_i2|m.5775	400	122	8	97
Tcm_TRINITY_DN101041_c0_g2_i3|m.4046	580	174	10	127
Tcm_TRINITY_DN101044_c0_g3_i3|m.3948	505	153	11	93
Tcm_TRINITY_DN101045_c0_g1_i1|m.4855	1022	274	26	226
Tcm_TRINITY_DN101046_c3_g1_i2|m.2899	1271	378	35	290
Tcm_TRINITY_DN101046_c5_g1_i1|m.4394	431	126	10	96
Tcm_TRINITY_DN101047_c0_g1_i1|m.5383	825	249	21	201
Tcm_TRINITY_DN101053_c0_g1_i1|m.4182	1134	345	35	223
Tcm_TRINITY_DN101056_c1_g3_i6|m.2931	396	92	14	104
Tcm_TRINITY_DN101056_c1_g3_i6|m.2930	658	137	34	158
Tcm_TRINITY_DN101056_c1_g4_i1|m.9483	267	57	10	71
Tcm_TRINITY_DN101058_c0_g1_i2|m.4185	1016	299	21	218
Tcm_TRINITY_DN101064_c0_g1_i1|m.5133	900	268	22	214
Tcm_TRINITY_DN101065_c0_g2_i1|m.1904	982	251	31	257
Tcm_TRINITY_DN101068_c0_g1_i2|m.3541	770	265	17	160
Tcm_TRINITY_DN101071_c0_g1_i1|m.738	2055	606	59	430
