transcript_id	f1	f2	f3	f4
Tdi_TRINITY_DN10490_c0_g1_i1|m.3795	843	275	22	186
Tdi_TRINITY_DN10516_c0_g1_i1|m.10521	229	61	4	54
Tdi_TRINITY_DN10530_c0_g1_i1|m.5389	794	245	11	219
Tdi_TRINITY_DN10534_c0_g1_i1|m.8062	196	47	4	50
Tdi_TRINITY_DN10543_c0_g1_i1|m.1695	1280	389	31	310
Tdi_TRINITY_DN10555_c0_g1_i1|m.2073	1663	591	48	302
Tdi_TRINITY_DN10560_c0_g2_i1|m.8722	441	120	7	113
Tdi_TRINITY_DN10565_c0_g1_i1|m.9036	345	113	10	63
Tdi_TRINITY_DN10575_c0_g1_i1|m.2493	762	261	21	123
Tdi_TRINITY_DN10604_c0_g1_i1|m.5201	777	249	19	158
Tdi_TRINITY_DN10654_c0_g1_i1|m.4577	843	255	30	195
Tdi_TRINITY_DN10665_c0_g1_i1|m.2510	246	60	15	66
Tdi_TRINITY_DN10668_c0_g2_i1|m.9499	244	68	9	60
Tdi_TRINITY_DN10670_c0_g1_i1|m.2167	1526	455	46	322
Tdi_TRINITY_DN10687_c0_g1_i1|m.9988	276	116	3	46
Tdi_TRINITY_DN10743_c0_g2_i1|m.188	3274	958	97	777
Tdi_TRINITY_DN10753_c0_g1_i1|m.9868	309	91	9	62
Tdi_TRINITY_DN10853_c0_g1_i1|m.5131	800	239	20	189
Tdi_TRINITY_DN10861_c0_g1_i1|m.1717	961	311	24	204
Tdi_TRINITY_DN10861_c1_g1_i1|m.10523	227	76	7	41
Tdi_TRINITY_DN10867_c0_g1_i1|m.10660	196	56	5	43
Tdi_TRINITY_DN10911_c0_g2_i1|m.6130	324	68	3	85
Tdi_TRINITY_DN1092_c0_g2_i1|m.10931	198	62	4	48
Tdi_TRINITY_DN10948_c0_g1_i1|m.10239	246	81	3	63
Tdi_TRINITY_DN10956_c0_g2_i1|m.6114	250	64	4	60
Tdi_TRINITY_DN10957_c0_g1_i1|m.7654	421	150	12	77
Tdi_TRINITY_DN10968_c0_g1_i1|m.6991	287	87	6	82
Tdi_TRINITY_DN10998_c0_g1_i1|m.10217	258	81	5	52
Tdi_TRINITY_DN11008_c0_g1_i1|m.5985	512	157	19	116
Tdi_TRINITY_DN11008_c0_g2_i1|m.6041	512	157	19	116
Tdi_TRINITY_DN11010_c0_g1_i1|m.10108	270	77	4	66
Tdi_TRINITY_DN11012_c0_g1_i1|m.4036	886	194	14	226
Tdi_TRINITY_DN11038_c0_g1_i1|m.10810	207	59	3	52
Tdi_TRINITY_DN11049_c0_g1_i1|m.8519	323	83	11	75
Tdi_TRINITY_DN11059_c0_g1_i1|m.2266	706	213	11	153
Tdi_TRINITY_DN11065_c0_g1_i1|m.6554	688	227	22	140
Tdi_TRINITY_DN11102_c0_g1_i1|m.5335	727	200	16	170
Tdi_TRINITY_DN11102_c0_g2_i1|m.2250	727	200	16	170
Tdi_TRINITY_DN11111_c0_g2_i1|m.4198	706	233	11	154
Tdi_TRINITY_DN11120_c0_g1_i1|m.7993	444	121	21	95
Tdi_TRINITY_DN11128_c0_g1_i1|m.8527	354	84	13	80
Tdi_TRINITY_DN11145_c0_g1_i1|m.8163	362	93	5	92
Tdi_TRINITY_DN11147_c0_g1_i1|m.7221	623	156	15	172
Tdi_TRINITY_DN11161_c0_g1_i1|m.8046	439	140	11	109
Tdi_TRINITY_DN11161_c0_g2_i1|m.8999	196	63	4	43
Tdi_TRINITY_DN11177_c0_g1_i1|m.6836	239	64	7	59
Tdi_TRINITY_DN11228_c0_g1_i1|m.8090	408	109	13	97
Tdi_TRINITY_DN11263_c0_g1_i1|m.7095	410	127	7	95
Tdi_TRINITY_DN11275_c0_g1_i1|m.7950	259	67	7	60
Tdi_TRINITY_DN11275_c0_g2_i1|m.7764	280	71	8	64
Tdi_TRINITY_DN11279_c0_g1_i1|m.2249	1453	516	30	275
Tdi_TRINITY_DN11293_c0_g1_i1|m.1196	1112	304	39	252
Tdi_TRINITY_DN11322_c0_g1_i1|m.9189	219	58	10	46
Tdi_TRINITY_DN11322_c0_g2_i1|m.9190	220	56	10	47
Tdi_TRINITY_DN11328_c0_g1_i1|m.8645	345	125	13	60
Tdi_TRINITY_DN11336_c0_g1_i1|m.9171	399	93	6	111
Tdi_TRINITY_DN11354_c0_g2_i1|m.9127	327	91	8	87
Tdi_TRINITY_DN11358_c0_g2_i1|m.7892	409	148	16	75
Tdi_TRINITY_DN11389_c0_g2_i1|m.9463	227	50	5	63
Tdi_TRINITY_DN11394_c0_g1_i1|m.7846	331	97	17	80
Tdi_TRINITY_DN11419_c0_g1_i1|m.7268	556	138	19	139
Tdi_TRINITY_DN11424_c0_g1_i1|m.11041	200	63	7	33
Tdi_TRINITY_DN11431_c0_g1_i1|m.3863	1172	318	30	283
Tdi_TRINITY_DN11447_c0_g1_i1|m.7522	619	229	15	79
Tdi_TRINITY_DN1146_c0_g1_i1|m.10069	237	69	9	51
Tdi_TRINITY_DN11480_c0_g1_i1|m.10207	255	85	8	51
Tdi_TRINITY_DN11514_c0_g2_i1|m.2952	1350	418	40	271
Tdi_TRINITY_DN11516_c0_g1_i1|m.4224	752	228	23	167
Tdi_TRINITY_DN11520_c0_g2_i1|m.3975	993	288	31	281
Tdi_TRINITY_DN11550_c0_g1_i1|m.6026	739	247	19	159
Tdi_TRINITY_DN11552_c0_g2_i1|m.971	2331	639	38	571
Tdi_TRINITY_DN11568_c0_g1_i1|m.4934	933	305	28	186
Tdi_TRINITY_DN11583_c0_g2_i1|m.2564	1338	407	27	304
Tdi_TRINITY_DN11585_c0_g2_i1|m.8380	210	53	7	57
Tdi_TRINITY_DN11599_c0_g2_i1|m.4522	653	209	18	134
Tdi_TRINITY_DN11606_c0_g1_i1|m.5342	546	171	11	127
Tdi_TRINITY_DN11606_c0_g2_i1|m.5334	546	171	11	127
Tdi_TRINITY_DN11610_c0_g1_i1|m.8622	407	111	15	82
Tdi_TRINITY_DN11611_c0_g1_i1|m.5525	744	215	26	158
Tdi_TRINITY_DN11613_c0_g1_i1|m.5643	815	252	11	161
Tdi_TRINITY_DN11631_c0_g1_i1|m.2079	890	264	26	206
Tdi_TRINITY_DN11632_c0_g1_i1|m.6461	451	101	17	124
Tdi_TRINITY_DN11632_c0_g2_i1|m.6526	462	106	16	127
Tdi_TRINITY_DN11637_c0_g1_i1|m.8952	375	105	18	72
Tdi_TRINITY_DN11637_c0_g2_i1|m.8943	367	104	16	68
Tdi_TRINITY_DN11676_c0_g1_i1|m.3599	593	163	19	131
Tdi_TRINITY_DN11687_c0_g1_i1|m.4597	235	66	4	61
Tdi_TRINITY_DN11689_c0_g1_i1|m.8933	261	87	10	53
Tdi_TRINITY_DN11689_c0_g2_i1|m.8931	261	87	10	53
Tdi_TRINITY_DN1169_c0_g2_i1|m.275	2556	814	69	533
Tdi_TRINITY_DN11712_c0_g1_i1|m.1404	323	61	26	82
Tdi_TRINITY_DN11713_c0_g1_i1|m.4061	455	140	11	93
Tdi_TRINITY_DN11713_c0_g2_i1|m.4060	455	140	11	93
Tdi_TRINITY_DN11714_c0_g2_i1|m.9469	279	92	6	76
Tdi_TRINITY_DN11716_c0_g1_i1|m.8945	236	48	8	62
Tdi_TRINITY_DN11717_c0_g1_i1|m.4231	550	165	14	126
Tdi_TRINITY_DN11717_c0_g2_i1|m.4225	550	165	14	126
Tdi_TRINITY_DN11719_c0_g2_i1|m.7803	490	151	10	114
Tdi_TRINITY_DN11728_c0_g1_i1|m.5925	786	240	9	201
Tdi_TRINITY_DN11732_c0_g2_i1|m.10114	218	68	5	51
Tdi_TRINITY_DN11742_c0_g1_i1|m.4461	1029	318	17	205
Tdi_TRINITY_DN11772_c0_g1_i1|m.7354	515	156	13	117
Tdi_TRINITY_DN11790_c0_g1_i1|m.10777	201	70	4	49
Tdi_TRINITY_DN11800_c0_g2_i1|m.1098	1841	537	71	422
Tdi_TRINITY_DN11815_c0_g1_i1|m.8490	324	87	15	72
Tdi_TRINITY_DN11818_c0_g1_i1|m.11033	194	45	4	60
Tdi_TRINITY_DN1181_c0_g1_i1|m.4138	783	237	27	153
Tdi_TRINITY_DN11821_c0_g1_i1|m.2220	1186	332	26	292
Tdi_TRINITY_DN11821_c0_g2_i1|m.1896	1270	353	28	308
Tdi_TRINITY_DN11827_c0_g1_i1|m.6525	277	95	6	51
Tdi_TRINITY_DN11827_c0_g2_i1|m.9720	326	113	6	62
Tdi_TRINITY_DN11839_c0_g1_i1|m.9475	295	112	5	65
Tdi_TRINITY_DN11844_c0_g1_i1|m.3722	492	150	21	105
Tdi_TRINITY_DN1184_c0_g1_i1|m.2774	756	240	18	174
Tdi_TRINITY_DN11850_c0_g1_i1|m.2413	1265	358	42	297
Tdi_TRINITY_DN11857_c0_g2_i1|m.7238	617	173	6	155
Tdi_TRINITY_DN11871_c0_g2_i1|m.3957	1024	331	22	240
Tdi_TRINITY_DN11873_c0_g1_i1|m.4968	1053	326	30	223
Tdi_TRINITY_DN11887_c0_g1_i1|m.8734	348	129	10	71
Tdi_TRINITY_DN11894_c0_g1_i1|m.1846	1707	554	34	366
Tdi_TRINITY_DN11918_c0_g1_i1|m.8623	352	110	15	66
Tdi_TRINITY_DN11920_c0_g1_i1|m.5995	563	172	14	124
Tdi_TRINITY_DN11929_c0_g1_i1|m.7051	593	178	16	128
Tdi_TRINITY_DN11939_c0_g1_i1|m.8529	475	154	8	92
Tdi_TRINITY_DN11940_c0_g2_i1|m.3012	1171	375	31	250
Tdi_TRINITY_DN11948_c0_g1_i1|m.127	3461	1124	87	707
Tdi_TRINITY_DN11948_c0_g1_i1|m.128	338	77	8	90
Tdi_TRINITY_DN11952_c0_g1_i1|m.982	1415	401	50	330
Tdi_TRINITY_DN11952_c0_g2_i1|m.955	1438	408	50	330
Tdi_TRINITY_DN1195_c0_g1_i1|m.5099	622	140	24	165
Tdi_TRINITY_DN11965_c0_g1_i1|m.9274	333	82	7	94
Tdi_TRINITY_DN12009_c0_g1_i1|m.6336	792	253	28	181
Tdi_TRINITY_DN12018_c0_g1_i1|m.9143	264	74	7	51
Tdi_TRINITY_DN12022_c0_g2_i1|m.6123	646	199	18	163
Tdi_TRINITY_DN12059_c0_g1_i1|m.2845	1283	327	45	313
Tdi_TRINITY_DN12059_c0_g2_i1|m.2836	1287	328	45	314
Tdi_TRINITY_DN12077_c0_g1_i1|m.8203	369	98	17	86
Tdi_TRINITY_DN1208_c0_g1_i1|m.4483	1000	314	18	234
Tdi_TRINITY_DN12090_c0_g1_i1|m.2179	1242	354	25	296
Tdi_TRINITY_DN12092_c0_g1_i1|m.1521	1350	381	23	349
Tdi_TRINITY_DN12105_c0_g1_i1|m.9222	413	90	10	123
Tdi_TRINITY_DN12105_c0_g2_i1|m.9285	401	89	10	121
Tdi_TRINITY_DN12125_c0_g1_i1|m.3609	1027	276	45	257
Tdi_TRINITY_DN12149_c0_g1_i1|m.8588	238	69	6	59
Tdi_TRINITY_DN12149_c0_g2_i1|m.8725	212	59	6	56
Tdi_TRINITY_DN12153_c0_g2_i1|m.9877	225	61	4	43
Tdi_TRINITY_DN12156_c0_g1_i1|m.8631	370	95	17	79
Tdi_TRINITY_DN12156_c0_g2_i1|m.8837	370	95	17	79
Tdi_TRINITY_DN12178_c0_g2_i1|m.10921	198	69	6	39
Tdi_TRINITY_DN1218_c0_g2_i1|m.9260	333	99	1	107
Tdi_TRINITY_DN12195_c0_g2_i1|m.4851	686	241	19	140
Tdi_TRINITY_DN12201_c0_g1_i1|m.6866	569	139	11	139
Tdi_TRINITY_DN12208_c0_g2_i1|m.4043	466	135	15	104
Tdi_TRINITY_DN12236_c0_g1_i1|m.6191	696	222	20	166
Tdi_TRINITY_DN12244_c0_g1_i1|m.7261	255	90	9	42
Tdi_TRINITY_DN12255_c0_g1_i1|m.5607	368	106	8	82
Tdi_TRINITY_DN12257_c0_g2_i1|m.207	3675	1002	79	932
Tdi_TRINITY_DN12273_c0_g2_i1|m.4731	514	129	7	133
Tdi_TRINITY_DN12275_c0_g1_i1|m.202	3370	867	94	871
Tdi_TRINITY_DN12280_c0_g2_i1|m.2206	970	284	31	218
Tdi_TRINITY_DN12281_c0_g1_i2|m.7896	363	139	7	76
Tdi_TRINITY_DN1229_c0_g1_i1|m.9611	288	92	10	66
Tdi_TRINITY_DN12310_c0_g1_i2|m.4331	791	239	28	154
Tdi_TRINITY_DN12313_c0_g1_i1|m.5740	706	197	28	164
Tdi_TRINITY_DN12315_c0_g1_i1|m.10101	269	79	13	59
Tdi_TRINITY_DN12318_c0_g1_i1|m.1644	1910	650	47	387
Tdi_TRINITY_DN12325_c0_g1_i1|m.9126	243	88	4	46
Tdi_TRINITY_DN12325_c0_g2_i2|m.7885	445	156	9	83
Tdi_TRINITY_DN12354_c0_g1_i1|m.7208	400	115	7	87
Tdi_TRINITY_DN12363_c0_g1_i1|m.4234	620	158	20	156
Tdi_TRINITY_DN12366_c0_g1_i1|m.1821	312	53	18	94
Tdi_TRINITY_DN12379_c0_g1_i1|m.9246	277	92	3	57
Tdi_TRINITY_DN12389_c0_g1_i2|m.7937	504	121	10	127
Tdi_TRINITY_DN12400_c0_g1_i1|m.9615	222	44	2	74
Tdi_TRINITY_DN12400_c0_g2_i1|m.7262	543	130	6	161
Tdi_TRINITY_DN12401_c0_g1_i1|m.5774	808	220	18	199
Tdi_TRINITY_DN12401_c0_g2_i1|m.4850	808	220	18	199
Tdi_TRINITY_DN12402_c0_g1_i1|m.4226	224	64	4	53
Tdi_TRINITY_DN12424_c0_g1_i1|m.3055	1193	371	15	278
Tdi_TRINITY_DN12433_c0_g1_i1|m.8650	443	66	11	152
Tdi_TRINITY_DN12433_c0_g2_i1|m.7769	382	96	6	107
Tdi_TRINITY_DN12433_c0_g3_i1|m.8866	407	61	11	139
Tdi_TRINITY_DN12442_c0_g1_i1|m.7737	316	112	9	55
Tdi_TRINITY_DN12442_c0_g2_i1|m.9974	269	86	8	51
Tdi_TRINITY_DN12455_c0_g1_i1|m.8430	289	84	8	57
Tdi_TRINITY_DN12464_c0_g1_i2|m.4885	696	218	7	150
Tdi_TRINITY_DN12464_c0_g2_i1|m.8343	238	76	3	58
Tdi_TRINITY_DN12477_c0_g1_i1|m.5647	320	110	6	65
Tdi_TRINITY_DN12488_c0_g2_i1|m.8308	309	102	8	58
Tdi_TRINITY_DN12492_c0_g1_i1|m.5417	820	329	30	135
Tdi_TRINITY_DN12501_c0_g1_i1|m.8202	292	84	10	67
Tdi_TRINITY_DN12509_c0_g1_i1|m.1944	479	149	18	104
Tdi_TRINITY_DN12511_c0_g1_i1|m.4367	595	189	18	122
Tdi_TRINITY_DN1251_c0_g2_i1|m.6252	521	181	6	102
Tdi_TRINITY_DN12526_c0_g1_i1|m.7770	508	155	15	129
Tdi_TRINITY_DN12541_c0_g1_i1|m.2006	1512	479	18	358
Tdi_TRINITY_DN12556_c0_g1_i1|m.3868	720	234	6	168
Tdi_TRINITY_DN12560_c0_g1_i1|m.6766	549	183	14	118
Tdi_TRINITY_DN12566_c0_g1_i1|m.4427	707	205	25	137
Tdi_TRINITY_DN12580_c0_g1_i1|m.6929	658	219	24	125
Tdi_TRINITY_DN12595_c0_g2_i1|m.10103	282	51	7	80
Tdi_TRINITY_DN12604_c0_g2_i1|m.9696	283	79	11	53
Tdi_TRINITY_DN12617_c0_g2_i1|m.3139	1109	300	40	258
Tdi_TRINITY_DN12622_c0_g1_i1|m.3819	1214	407	23	234
Tdi_TRINITY_DN12622_c0_g2_i1|m.9643	347	143	0	38
Tdi_TRINITY_DN12622_c0_g3_i1|m.10258	260	94	0	36
Tdi_TRINITY_DN12624_c0_g1_i1|m.9811	314	82	6	78
Tdi_TRINITY_DN12634_c0_g2_i1|m.4282	932	250	20	238
Tdi_TRINITY_DN12636_c0_g1_i2|m.2676	1016	182	12	335
Tdi_TRINITY_DN12642_c0_g1_i1|m.6261	497	185	11	90
Tdi_TRINITY_DN12668_c0_g1_i1|m.7463	282	89	9	49
Tdi_TRINITY_DN1266_c0_g2_i1|m.9501	250	88	3	49
Tdi_TRINITY_DN12685_c0_g1_i1|m.2930	1356	355	34	337
Tdi_TRINITY_DN12686_c0_g1_i2|m.8541	246	75	7	53
Tdi_TRINITY_DN12693_c0_g1_i1|m.8612	427	138	14	84
Tdi_TRINITY_DN12693_c0_g2_i1|m.7107	554	182	17	108
Tdi_TRINITY_DN12708_c0_g1_i1|m.9165	280	61	3	91
Tdi_TRINITY_DN1270_c0_g1_i1|m.7528	584	222	12	115
Tdi_TRINITY_DN1270_c0_g2_i1|m.7381	584	222	12	115
Tdi_TRINITY_DN12714_c0_g1_i1|m.8110	515	164	16	112
Tdi_TRINITY_DN12721_c0_g1_i1|m.1087	1627	463	43	393
Tdi_TRINITY_DN12736_c0_g2_i1|m.5981	803	264	17	179
Tdi_TRINITY_DN12752_c0_g1_i1|m.6421	526	159	13	124
Tdi_TRINITY_DN12762_c0_g2_i1|m.4959	420	123	16	95
Tdi_TRINITY_DN12767_c0_g2_i1|m.10963	199	57	3	50
Tdi_TRINITY_DN12767_c0_g3_i1|m.4502	941	270	16	219
Tdi_TRINITY_DN12773_c0_g1_i1|m.8883	280	89	8	49
Tdi_TRINITY_DN12774_c0_g1_i1|m.10698	216	55	6	53
Tdi_TRINITY_DN12786_c0_g1_i1|m.5594	517	139	5	119
Tdi_TRINITY_DN12791_c0_g1_i1|m.9397	363	171	3	57
Tdi_TRINITY_DN12800_c0_g1_i1|m.4221	609	196	18	116
Tdi_TRINITY_DN12802_c0_g1_i1|m.6721	211	67	8	38
Tdi_TRINITY_DN12802_c0_g2_i1|m.4788	322	108	10	58
Tdi_TRINITY_DN12806_c0_g1_i1|m.5941	247	83	9	48
Tdi_TRINITY_DN12806_c0_g2_i1|m.1095	1395	430	36	329
Tdi_TRINITY_DN12826_c0_g2_i1|m.2526	1411	454	38	314
Tdi_TRINITY_DN12828_c0_g1_i1|m.2638	412	125	16	95
Tdi_TRINITY_DN12830_c0_g3_i1|m.8103	292	94	5	53
Tdi_TRINITY_DN12835_c0_g1_i1|m.7339	439	154	17	80
Tdi_TRINITY_DN12840_c0_g1_i1|m.8238	323	114	3	61
Tdi_TRINITY_DN12844_c0_g2_i1|m.9296	365	92	12	71
Tdi_TRINITY_DN12851_c0_g1_i1|m.2742	1382	477	35	251
Tdi_TRINITY_DN12853_c0_g2_i1|m.3647	832	261	29	192
Tdi_TRINITY_DN12857_c0_g1_i1|m.7198	413	113	7	100
Tdi_TRINITY_DN12863_c0_g2_i1|m.3632	883	224	30	219
Tdi_TRINITY_DN12864_c0_g1_i1|m.1243	1598	490	43	362
Tdi_TRINITY_DN12865_c0_g2_i1|m.6140	659	201	14	170
Tdi_TRINITY_DN12885_c0_g2_i1|m.5739	665	192	8	182
Tdi_TRINITY_DN12888_c0_g1_i1|m.1389	1564	427	36	415
Tdi_TRINITY_DN12888_c0_g3_i1|m.3782	549	148	10	151
Tdi_TRINITY_DN12897_c0_g1_i1|m.699	2313	667	64	562
Tdi_TRINITY_DN12898_c0_g1_i1|m.8301	401	142	8	73
Tdi_TRINITY_DN12898_c0_g3_i1|m.6141	240	79	6	50
Tdi_TRINITY_DN12905_c0_g1_i1|m.4789	604	118	11	194
Tdi_TRINITY_DN12909_c0_g1_i1|m.1574	1855	558	61	388
Tdi_TRINITY_DN12911_c0_g2_i1|m.3419	1008	366	24	195
Tdi_TRINITY_DN12916_c0_g1_i1|m.4293	1098	332	24	250
Tdi_TRINITY_DN12917_c0_g1_i1|m.896	273	68	3	94
Tdi_TRINITY_DN12917_c0_g1_i1|m.895	1292	309	48	337
Tdi_TRINITY_DN12917_c0_g2_i1|m.1116	1292	309	48	337
Tdi_TRINITY_DN12917_c0_g2_i1|m.1117	273	68	3	94
Tdi_TRINITY_DN12923_c0_g1_i2|m.1900	1190	336	17	305
Tdi_TRINITY_DN12928_c0_g1_i1|m.8261	340	108	11	78
Tdi_TRINITY_DN12931_c0_g1_i1|m.4202	771	230	18	187
Tdi_TRINITY_DN12935_c0_g2_i1|m.2114	526	156	23	102
Tdi_TRINITY_DN12935_c0_g3_i1|m.2117	526	156	23	102
Tdi_TRINITY_DN12937_c0_g1_i1|m.5958	830	289	30	147
Tdi_TRINITY_DN1294_c0_g1_i1|m.7359	607	159	6	164
Tdi_TRINITY_DN12953_c0_g2_i1|m.2592	1371	408	47	307
Tdi_TRINITY_DN12957_c0_g1_i1|m.3125	316	94	5	74
Tdi_TRINITY_DN12958_c0_g1_i1|m.10796	208	50	6	57
Tdi_TRINITY_DN12967_c0_g2_i2|m.2023	1657	535	58	324
Tdi_TRINITY_DN12969_c0_g1_i1|m.4852	735	217	28	157
Tdi_TRINITY_DN12975_c0_g2_i1|m.4739	838	261	20	195
Tdi_TRINITY_DN12978_c0_g1_i1|m.4795	925	302	37	188
Tdi_TRINITY_DN12978_c0_g3_i1|m.4996	925	302	37	188
Tdi_TRINITY_DN12978_c0_g4_i1|m.4797	925	302	37	188
Tdi_TRINITY_DN12978_c0_g5_i1|m.4773	925	302	37	188
Tdi_TRINITY_DN12978_c0_g6_i1|m.4774	925	302	37	188
Tdi_TRINITY_DN12978_c0_g8_i1|m.4779	925	302	37	188
Tdi_TRINITY_DN12978_c0_g9_i1|m.4772	925	302	37	188
Tdi_TRINITY_DN12979_c0_g1_i1|m.8482	283	74	10	65
Tdi_TRINITY_DN12979_c0_g2_i1|m.9995	290	71	9	71
Tdi_TRINITY_DN12989_c0_g1_i1|m.5728	647	174	26	155
Tdi_TRINITY_DN1299_c0_g1_i1|m.7829	422	143	12	86
Tdi_TRINITY_DN13005_c0_g1_i1|m.10299	244	72	11	57
Tdi_TRINITY_DN13007_c0_g1_i1|m.5832	829	243	23	222
Tdi_TRINITY_DN13019_c0_g1_i1|m.8718	398	115	9	90
Tdi_TRINITY_DN13022_c0_g1_i1|m.2530	567	168	18	126
Tdi_TRINITY_DN13027_c0_g1_i3|m.2329	705	177	15	198
Tdi_TRINITY_DN13028_c0_g1_i1|m.6858	266	87	4	57
Tdi_TRINITY_DN13028_c0_g2_i1|m.6862	266	87	4	57
Tdi_TRINITY_DN13035_c0_g1_i1|m.1581	1313	423	33	256
Tdi_TRINITY_DN13038_c0_g1_i1|m.7329	312	108	9	48
Tdi_TRINITY_DN13040_c0_g1_i1|m.8422	516	173	8	134
Tdi_TRINITY_DN13041_c0_g1_i1|m.4693	971	311	31	193
Tdi_TRINITY_DN13041_c0_g2_i1|m.9277	201	76	3	38
Tdi_TRINITY_DN13052_c0_g1_i1|m.7237	229	72	5	48
Tdi_TRINITY_DN13056_c0_g1_i1|m.4688	821	249	27	154
Tdi_TRINITY_DN13057_c0_g1_i1|m.1691	775	224	8	190
Tdi_TRINITY_DN13060_c0_g1_i1|m.9866	306	100	7	58
Tdi_TRINITY_DN13067_c0_g1_i1|m.5523	661	190	12	151
Tdi_TRINITY_DN13067_c0_g2_i1|m.5256	661	190	12	151
Tdi_TRINITY_DN13067_c0_g3_i1|m.5521	661	190	12	151
Tdi_TRINITY_DN13072_c0_g1_i1|m.6527	430	143	6	102
Tdi_TRINITY_DN13079_c0_g1_i1|m.7977	470	134	19	97
Tdi_TRINITY_DN13083_c0_g1_i1|m.852	648	166	18	158
Tdi_TRINITY_DN13083_c0_g2_i1|m.855	648	166	18	158
Tdi_TRINITY_DN13092_c0_g1_i1|m.9964	282	87	7	68
Tdi_TRINITY_DN13115_c0_g1_i1|m.2644	823	233	20	199
Tdi_TRINITY_DN13117_c0_g1_i1|m.8737	188	43	0	66
Tdi_TRINITY_DN13117_c0_g3_i1|m.9524	188	43	0	66
Tdi_TRINITY_DN13122_c0_g2_i1|m.8604	401	107	11	105
Tdi_TRINITY_DN13127_c0_g1_i1|m.389	2981	937	65	637
Tdi_TRINITY_DN13129_c0_g1_i1|m.526	1526	433	32	367
Tdi_TRINITY_DN1312_c0_g1_i1|m.4556	1090	280	28	270
Tdi_TRINITY_DN13131_c0_g1_i1|m.2152	657	224	16	126
Tdi_TRINITY_DN13131_c0_g3_i1|m.2297	657	224	16	126
Tdi_TRINITY_DN13139_c0_g3_i1|m.667	882	287	20	212
Tdi_TRINITY_DN13141_c0_g1_i1|m.4870	894	279	23	199
Tdi_TRINITY_DN13142_c0_g1_i1|m.2509	1415	473	33	284
Tdi_TRINITY_DN1314_c0_g1_i1|m.10663	215	76	7	35
Tdi_TRINITY_DN13150_c0_g2_i1|m.4526	706	236	18	132
Tdi_TRINITY_DN13152_c0_g1_i1|m.8129	541	166	9	118
Tdi_TRINITY_DN13155_c0_g3_i1|m.7918	515	142	22	131
Tdi_TRINITY_DN13156_c0_g1_i1|m.10165	266	78	6	55
Tdi_TRINITY_DN13163_c0_g1_i1|m.8282	478	140	18	114
Tdi_TRINITY_DN13163_c0_g2_i1|m.8892	373	110	16	95
