transcript_id	f1	f2	f3	f4
Tbi_TRINITY_DN17286_c0_g1_i1|m.9322	219	44	2	59
Tbi_TRINITY_DN17292_c0_g1_i1|m.6186	302	94	14	67
Tbi_TRINITY_DN17648_c0_g1_i1|m.4785	248	69	9	52
Tbi_TRINITY_DN1765_c0_g1_i1|m.4141	882	250	40	199
Tbi_TRINITY_DN17664_c0_g1_i1|m.9328	247	50	5	82
Tbi_TRINITY_DN1767_c0_g1_i1|m.9337	253	66	10	52
Tbi_TRINITY_DN17704_c0_g1_i1|m.8764	391	124	6	88
Tbi_TRINITY_DN17888_c0_g1_i1|m.8894	234	70	12	47
Tbi_TRINITY_DN17993_c0_g1_i1|m.4449	757	158	5	241
Tbi_TRINITY_DN18262_c0_g1_i1|m.6402	559	154	9	121
Tbi_TRINITY_DN18262_c0_g2_i1|m.5824	667	189	17	141
Tbi_TRINITY_DN18365_c0_g2_i1|m.8786	333	111	8	61
Tbi_TRINITY_DN1840_c0_g1_i1|m.2840	995	208	27	273
Tbi_TRINITY_DN18413_c0_g1_i1|m.7660	609	204	24	117
Tbi_TRINITY_DN18666_c0_g1_i1|m.8865	195	63	2	46
Tbi_TRINITY_DN18680_c0_g3_i1|m.9159	207	33	1	71
Tbi_TRINITY_DN18742_c0_g1_i1|m.2867	1353	396	36	315
Tbi_TRINITY_DN1880_c0_g1_i1|m.5936	455	140	11	102
Tbi_TRINITY_DN1880_c0_g2_i1|m.6540	455	140	11	102
Tbi_TRINITY_DN18827_c0_g1_i1|m.5223	1028	259	44	235
Tbi_TRINITY_DN18852_c0_g1_i1|m.8673	338	83	6	92
Tbi_TRINITY_DN18869_c0_g1_i1|m.9451	222	61	8	54
Tbi_TRINITY_DN18872_c0_g1_i1|m.6674	460	124	16	111
Tbi_TRINITY_DN18872_c0_g2_i1|m.6619	460	124	16	111
Tbi_TRINITY_DN18983_c0_g1_i1|m.7062	378	116	17	80
Tbi_TRINITY_DN18991_c0_g1_i1|m.7965	247	61	8	65
Tbi_TRINITY_DN1900_c0_g1_i1|m.6621	627	166	12	158
Tbi_TRINITY_DN19086_c0_g2_i1|m.7286	423	141	5	79
Tbi_TRINITY_DN19089_c0_g1_i1|m.8117	485	172	10	83
Tbi_TRINITY_DN19441_c0_g1_i1|m.9153	223	52	5	62
Tbi_TRINITY_DN1968_c0_g1_i1|m.4920	883	257	32	208
Tbi_TRINITY_DN19774_c0_g1_i1|m.6961	578	195	17	86
Tbi_TRINITY_DN19784_c0_g1_i1|m.8031	349	101	7	83
Tbi_TRINITY_DN19926_c0_g1_i1|m.6247	461	154	12	78
Tbi_TRINITY_DN20070_c0_g2_i1|m.7355	514	170	11	88
Tbi_TRINITY_DN20078_c0_g2_i1|m.9382	233	52	3	78
Tbi_TRINITY_DN20184_c0_g1_i1|m.5461	873	271	24	197
Tbi_TRINITY_DN20241_c0_g1_i1|m.8864	261	86	4	63
Tbi_TRINITY_DN20270_c0_g1_i1|m.3369	842	274	23	181
Tbi_TRINITY_DN20270_c0_g2_i1|m.2019	1339	422	37	287
Tbi_TRINITY_DN20272_c0_g1_i1|m.5932	292	71	12	69
Tbi_TRINITY_DN20311_c0_g1_i1|m.6491	630	212	24	118
Tbi_TRINITY_DN20364_c0_g1_i1|m.6667	296	82	11	61
Tbi_TRINITY_DN20386_c0_g1_i1|m.7986	366	126	16	74
Tbi_TRINITY_DN20406_c0_g1_i1|m.2144	205	47	8	67
Tbi_TRINITY_DN20407_c0_g1_i1|m.8342	239	76	1	65
Tbi_TRINITY_DN20411_c0_g1_i1|m.8884	206	50	5	60
Tbi_TRINITY_DN20437_c0_g1_i1|m.5241	663	223	18	134
Tbi_TRINITY_DN20443_c0_g1_i1|m.2866	574	156	21	128
Tbi_TRINITY_DN20445_c0_g1_i1|m.7951	338	96	6	88
Tbi_TRINITY_DN20452_c0_g1_i1|m.4396	360	128	11	80
Tbi_TRINITY_DN20477_c0_g2_i1|m.5569	656	245	21	122
Tbi_TRINITY_DN20486_c0_g1_i1|m.6168	900	205	13	304
Tbi_TRINITY_DN20769_c0_g1_i1|m.9152	222	76	5	48
Tbi_TRINITY_DN20775_c0_g1_i1|m.6820	394	125	12	84
Tbi_TRINITY_DN20784_c0_g1_i1|m.9256	275	68	10	61
Tbi_TRINITY_DN20820_c0_g1_i1|m.5706	941	290	30	215
Tbi_TRINITY_DN20829_c0_g1_i1|m.7304	363	91	7	97
Tbi_TRINITY_DN20837_c0_g1_i1|m.7612	494	160	18	102
Tbi_TRINITY_DN2083_c0_g1_i1|m.8202	370	104	8	94
Tbi_TRINITY_DN2083_c0_g2_i1|m.9103	255	79	5	63
Tbi_TRINITY_DN20925_c0_g1_i1|m.6379	635	209	26	111
Tbi_TRINITY_DN20954_c0_g1_i1|m.8672	420	91	11	126
Tbi_TRINITY_DN20954_c0_g2_i1|m.8703	408	90	11	124
Tbi_TRINITY_DN21139_c0_g1_i1|m.6837	498	145	14	108
Tbi_TRINITY_DN21280_c0_g1_i1|m.6587	789	242	28	177
Tbi_TRINITY_DN21376_c1_g1_i1|m.7898	245	77	9	44
Tbi_TRINITY_DN21379_c0_g1_i1|m.6903	675	248	19	120
Tbi_TRINITY_DN21428_c0_g1_i1|m.7314	537	127	16	148
Tbi_TRINITY_DN21445_c0_g2_i1|m.4409	1074	413	36	193
Tbi_TRINITY_DN21523_c0_g1_i1|m.4375	319	78	11	84
Tbi_TRINITY_DN21588_c0_g1_i1|m.4776	971	295	20	229
Tbi_TRINITY_DN21588_c0_g2_i1|m.7629	423	131	8	101
Tbi_TRINITY_DN21591_c0_g1_i1|m.6300	692	157	40	176
Tbi_TRINITY_DN21640_c0_g1_i1|m.8101	407	107	6	98
Tbi_TRINITY_DN21786_c0_g1_i1|m.9251	248	102	4	57
Tbi_TRINITY_DN21816_c0_g1_i1|m.9223	277	93	7	46
Tbi_TRINITY_DN21850_c0_g1_i1|m.5491	402	117	15	84
Tbi_TRINITY_DN21852_c0_g1_i1|m.7988	391	134	12	78
Tbi_TRINITY_DN21858_c0_g1_i1|m.8988	347	104	8	63
Tbi_TRINITY_DN21890_c0_g1_i1|m.7001	416	133	13	83
Tbi_TRINITY_DN21894_c0_g1_i1|m.8996	321	109	5	87
Tbi_TRINITY_DN21952_c0_g1_i1|m.8453	368	106	11	91
Tbi_TRINITY_DN22184_c0_g1_i1|m.8956	298	97	9	55
Tbi_TRINITY_DN22280_c0_g1_i1|m.9268	238	47	13	59
Tbi_TRINITY_DN22290_c0_g1_i1|m.8982	274	79	11	59
Tbi_TRINITY_DN22354_c0_g1_i1|m.4388	705	192	20	178
Tbi_TRINITY_DN22380_c0_g1_i1|m.6987	756	263	20	149
Tbi_TRINITY_DN22425_c0_g1_i1|m.4947	291	88	14	60
Tbi_TRINITY_DN22444_c0_g1_i1|m.4642	953	308	26	210
Tbi_TRINITY_DN22468_c0_g1_i1|m.3155	1163	397	33	240
Tbi_TRINITY_DN22586_c0_g1_i1|m.9564	203	52	2	58
Tbi_TRINITY_DN22873_c0_g1_i1|m.7389	398	108	20	83
Tbi_TRINITY_DN2309_c0_g1_i1|m.7571	211	47	6	54
Tbi_TRINITY_DN23196_c0_g1_i1|m.4261	1068	304	39	230
Tbi_TRINITY_DN23220_c0_g1_i1|m.6521	238	85	4	45
Tbi_TRINITY_DN23225_c0_g1_i1|m.2545	1457	416	29	315
Tbi_TRINITY_DN23248_c0_g1_i1|m.2300	874	239	17	211
Tbi_TRINITY_DN23268_c0_g1_i1|m.8860	235	63	8	54
Tbi_TRINITY_DN23271_c0_g1_i1|m.5978	308	81	10	72
Tbi_TRINITY_DN23282_c0_g1_i1|m.9507	221	60	10	39
Tbi_TRINITY_DN23329_c0_g1_i1|m.9062	326	73	5	91
Tbi_TRINITY_DN23364_c0_g2_i1|m.7609	580	168	22	133
Tbi_TRINITY_DN23387_c0_g1_i1|m.6618	450	142	18	101
Tbi_TRINITY_DN23468_c0_g2_i1|m.5422	808	210	18	176
Tbi_TRINITY_DN23521_c0_g1_i1|m.6761	555	156	14	142
Tbi_TRINITY_DN23576_c0_g1_i1|m.9446	230	68	0	47
Tbi_TRINITY_DN23622_c0_g1_i1|m.8651	354	104	13	81
Tbi_TRINITY_DN23626_c0_g1_i1|m.4851	658	168	21	155
Tbi_TRINITY_DN23684_c0_g1_i1|m.5831	682	188	29	160
Tbi_TRINITY_DN23730_c0_g1_i1|m.8641	243	93	7	38
Tbi_TRINITY_DN23744_c0_g1_i1|m.1451	1591	461	36	363
Tbi_TRINITY_DN23755_c0_g1_i1|m.9151	213	67	2	45
Tbi_TRINITY_DN23812_c0_g1_i1|m.8773	392	114	23	77
Tbi_TRINITY_DN23935_c0_g1_i1|m.9480	216	74	6	43
Tbi_TRINITY_DN23936_c0_g1_i1|m.5203	372	133	5	75
Tbi_TRINITY_DN23961_c0_g1_i1|m.9572	205	33	4	73
Tbi_TRINITY_DN24184_c0_g1_i1|m.7776	330	100	12	65
Tbi_TRINITY_DN24208_c0_g2_i1|m.3306	1154	410	23	234
Tbi_TRINITY_DN24240_c0_g1_i1|m.9233	273	71	5	71
Tbi_TRINITY_DN24315_c0_g1_i1|m.6013	568	141	17	129
Tbi_TRINITY_DN24334_c0_g1_i1|m.6271	803	253	30	168
Tbi_TRINITY_DN24345_c0_g1_i1|m.7786	339	106	12	68
Tbi_TRINITY_DN24372_c0_g1_i1|m.6960	711	213	16	152
Tbi_TRINITY_DN24436_c1_g1_i1|m.9538	209	38	9	65
Tbi_TRINITY_DN24453_c0_g1_i1|m.9222	271	92	11	52
Tbi_TRINITY_DN24462_c0_g1_i1|m.9594	191	80	5	33
Tbi_TRINITY_DN24506_c0_g1_i1|m.8394	492	156	11	85
Tbi_TRINITY_DN2454_c0_g1_i1|m.6380	242	91	6	42
Tbi_TRINITY_DN24610_c0_g1_i2|m.3063	926	279	17	191
Tbi_TRINITY_DN24632_c0_g2_i1|m.9135	263	78	9	58
Tbi_TRINITY_DN24714_c0_g1_i1|m.6701	238	83	4	50
Tbi_TRINITY_DN24790_c0_g1_i1|m.5382	902	276	26	173
Tbi_TRINITY_DN24796_c0_g1_i1|m.5404	794	234	22	192
Tbi_TRINITY_DN24819_c0_g1_i1|m.6828	393	152	6	82
Tbi_TRINITY_DN24827_c0_g1_i1|m.7714	483	135	18	105
Tbi_TRINITY_DN24832_c0_g1_i1|m.7924	475	111	13	118
Tbi_TRINITY_DN24848_c0_g2_i1|m.8206	449	148	10	89
Tbi_TRINITY_DN24936_c0_g1_i1|m.8450	268	88	7	51
Tbi_TRINITY_DN24949_c0_g1_i1|m.8586	412	189	6	65
Tbi_TRINITY_DN24986_c0_g1_i1|m.8675	338	104	14	69
Tbi_TRINITY_DN25073_c0_g1_i1|m.7362	210	62	1	48
Tbi_TRINITY_DN25073_c0_g2_i1|m.3033	1295	378	23	338
Tbi_TRINITY_DN25108_c0_g1_i1|m.5536	886	274	21	178
Tbi_TRINITY_DN25174_c0_g1_i1|m.8230	291	89	6	64
Tbi_TRINITY_DN25271_c0_g1_i2|m.1936	1065	278	38	248
Tbi_TRINITY_DN25283_c0_g1_i1|m.7349	294	78	11	64
Tbi_TRINITY_DN25290_c0_g1_i1|m.5020	492	128	13	135
Tbi_TRINITY_DN25349_c0_g1_i2|m.3221	293	86	2	81
Tbi_TRINITY_DN25405_c0_g1_i1|m.8435	279	77	8	65
Tbi_TRINITY_DN25446_c0_g2_i1|m.4893	428	133	9	93
Tbi_TRINITY_DN25463_c1_g1_i1|m.2027	1824	508	57	425
Tbi_TRINITY_DN25486_c0_g1_i1|m.7744	481	148	14	116
Tbi_TRINITY_DN25560_c0_g1_i1|m.3407	1248	360	49	272
Tbi_TRINITY_DN25574_c0_g1_i1|m.6450	532	117	22	133
Tbi_TRINITY_DN25588_c0_g1_i1|m.8214	326	105	10	63
Tbi_TRINITY_DN25645_c0_g1_i1|m.4421	861	269	20	233
Tbi_TRINITY_DN25646_c0_g1_i1|m.9112	320	24	31	99
Tbi_TRINITY_DN25711_c0_g2_i2|m.7359	632	162	31	147
Tbi_TRINITY_DN25718_c0_g1_i1|m.9280	216	70	8	36
Tbi_TRINITY_DN25727_c0_g2_i1|m.5692	932	317	25	163
Tbi_TRINITY_DN25790_c0_g1_i1|m.985	2161	750	40	454
Tbi_TRINITY_DN25790_c0_g2_i1|m.989	2161	750	40	454
Tbi_TRINITY_DN25791_c0_g2_i1|m.6363	704	237	30	139
Tbi_TRINITY_DN25804_c0_g1_i1|m.8416	230	79	3	48
Tbi_TRINITY_DN25805_c0_g1_i1|m.7330	285	90	9	57
Tbi_TRINITY_DN25808_c0_g1_i1|m.9257	261	66	7	77
